type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,42.841582000,-108.745865000,5352.2,,,0.000,,#9c27b0,1.00,1.2,,,EL. Lander Loop,
T,42.841637000,-108.745707000,5352.0,,-1.1,0.009,46.88,,,,,,,
T,42.841901000,-108.745868000,5350.6,,-1.1,0.029,105.46,,,,,,,
T,42.841938000,-108.745893000,5350.4,,-0.4,0.032,15.06,,,,,,,
T,42.842950000,-108.746580000,5346.0,,0.1,0.110,412.30,,,,,,,
T,42.844027000,-108.747311000,5347.9,336.6,0.2,0.193,438.77,,,,,,,
T,42.847699000,-108.749802000,5355.7,333.7,0.4,0.476,1495.80,,,,,,,
T,42.848800000,-108.750528000,5357.6,333.7,0.7,0.561,446.02,,,,,,,
T,42.849700000,-108.751122000,5363.8,333.7,0.8,0.630,364.65,,,,,,,
T,42.850547000,-108.751856000,5369.0,333.0,1.3,0.699,366.12,,,,,,,
T,42.850989000,-108.752306000,5372.3,332.3,1.6,0.737,201.28,,,,,,,
T,42.851660000,-108.753128000,5377.2,328.4,1.5,0.800,329.24,,,,,,,
T,42.852256000,-108.754090000,5382.8,322.9,1.7,0.863,337.25,,,,,,,
T,42.852668000,-108.754866000,5386.7,317.2,1.8,0.912,256.62,,,,,,,
T,42.853376000,-108.756561000,5397.0,309.4,1.6,1.011,522.67,,,,,,,
T,42.854178000,-108.758396000,5407.8,305.5,1.7,1.119,572.34,,,,,,,
T,42.854870000,-108.760069000,5412.6,302.2,2.4,1.217,514.66,,,,,,,
T,42.855146000,-108.760697000,5418.5,300.8,3.1,1.254,196.16,,,,,,,
T,42.856882000,-108.764788000,5461.6,300.1,3.4,1.494,1266.38,,,,,,,
T,42.859154000,-108.770096000,5527.7,300.2,4.0,1.806,1646.64,,,,,,,
T,42.859608000,-108.771060000,5543.4,300.3,4.2,1.864,306.91,,,,,,,
T,42.860006000,-108.771759000,5558.8,300.9,4.8,1.909,237.00,,,,,,,
T,42.860592000,-108.772595000,5575.3,302.0,5.2,1.967,309.61,,,,,,,
T,42.861161000,-108.773254000,5594.0,304.6,4.6,2.019,272.45,,,,,,,
T,42.861818000,-108.773897000,5601.7,313.7,0.3,2.075,295.06,,,,,,,
T,42.862293000,-108.774307000,5603.9,318.4,-2.2,2.114,205.08,,,,,,,
T,42.864066000,-108.775836000,5564.4,323.6,-3.3,2.259,765.27,,,,,,,
T,42.866043000,-108.777578000,5522.6,326.2,-3.7,2.421,858.68,,,,,,,
T,42.866455000,-108.777921000,5519.1,327.1,-3.5,2.455,176.08,,,,,,,
T,42.867249000,-108.778570000,5514.3,327.8,-2.3,2.519,337.67,,,,,,,
T,42.868079000,-108.779197000,5515.9,328.2,-0.1,2.584,346.08,,,,,,,
T,42.869469000,-108.780132000,5510.7,329.8,0.2,2.691,565.23,,,,,,,
T,42.873498000,-108.782677000,5519.2,333.4,0.4,2.998,1619.20,,,,,,,
T,42.874983000,-108.783592000,5525.2,334.0,0.3,3.110,594.22,,,,,,,
T,42.875771000,-108.784093000,5527.3,334.6,0.1,3.170,317.05,,,,,,,
T,42.876480000,-108.784543000,5525.9,335.0,-0.3,3.224,285.18,,,,,,,
T,42.878373000,-108.785715000,5514.6,335.3,-0.6,3.368,758.10,,,,,,,
T,42.880955000,-108.787341000,5508.8,335.4,-0.7,3.564,1037.09,,,,,,,
T,42.882498000,-108.788300000,5506.7,335.3,-0.2,3.682,618.34,,,,,,,
T,42.882915000,-108.788571000,5506.8,335.3,0.2,3.713,168.45,,,,,,,
T,42.884780000,-108.789738000,5518.6,335.4,1.4,3.855,748.25,,,,,,,
T,42.885399000,-108.790142000,5521.2,335.2,1.9,3.903,250.25,,,,,,,
T,42.888143000,-108.791834000,5548.5,335.4,2.3,4.111,1098.11,,,,,,,
T,42.888379000,-108.791992000,5551.2,335.3,2.4,4.129,95.87,,,,,,,
T,42.890112000,-108.793053000,5573.1,335.5,2.5,4.260,692.68,,,,,,,
T,42.891957000,-108.794216000,5587.2,335.4,2.3,4.400,741.17,,,,,,,
T,42.892236000,-108.794369000,5588.8,335.6,2.1,4.421,109.64,,,,,,,
T,42.892973000,-108.794695000,5592.0,336.5,1.5,4.475,282.46,,,,,,,
T,42.893580000,-108.794848000,5594.5,338.1,0.8,4.517,225.00,,,,,,,
T,42.894155000,-108.794903000,5596.4,341.5,0.7,4.557,210.09,,,,,,,
T,42.896080000,-108.794907000,5599.3,353.0,0.5,4.690,701.61,,,,,,,
T,42.896295000,-108.794909000,5599.4,354.4,0.4,4.705,78.36,,,,,,,
T,42.897464000,-108.794907000,5599.9,358.0,0.4,4.785,426.07,,,,,,,
T,42.899209000,-108.794896000,5603.1,359.6,0.6,4.906,636.01,,,,,,,
T,42.899387000,-108.794898000,5604.6,0.0,0.7,4.918,64.88,,,,,,,
T,42.899555000,-108.794900000,5606.5,0.1,0.7,4.930,61.23,,,,,,,
T,42.900790000,-108.794902000,5610.9,0.1,0.3,5.015,450.12,,,,,,,
T,42.901910000,-108.794896000,5611.3,0.1,-0.0,5.092,408.21,,,,,,,
T,42.903326000,-108.794901000,5607.4,359.9,-0.7,5.190,516.09,,,,,,,
T,42.906181000,-108.794898000,5604.2,0.0,-0.8,5.387,1040.57,,,,,,,
T,42.908599000,-108.794887000,5582.7,0.1,-0.9,5.554,881.30,,,,,,,
T,42.910259000,-108.794888000,5582.4,0.1,-0.8,5.669,605.02,,,,,,,
T,42.910922000,-108.794872000,5582.1,0.1,-0.8,5.714,241.68,,,,,,,
T,42.917029000,-108.794875000,5569.3,0.1,-0.7,6.136,2225.83,,,,,,,
T,42.920881000,-108.794872000,5562.8,0.1,-0.8,6.402,1403.95,,,,,,,
T,42.928070000,-108.794860000,5535.5,0.1,-0.8,6.898,2620.20,,,,,,,
T,42.938178000,-108.794902000,5500.5,360.0,-0.9,7.596,3684.11,,,,,,,
T,42.939048000,-108.794934000,5498.5,359.9,-0.9,7.656,317.21,,,,,,,
T,42.939563000,-108.795010000,5497.3,359.7,-0.9,7.692,188.80,,,,,,,
T,42.940055000,-108.795149000,5496.6,359.4,-0.5,7.726,183.14,,,,,,,
T,42.940593000,-108.795379000,5496.0,358.3,-0.4,7.765,205.53,,,,,,,
T,42.941067000,-108.795641000,5495.6,349.4,-0.3,7.801,186.46,,,,,,,
T,42.941146000,-108.795697000,5495.5,345.1,-0.3,7.807,32.46,,,,,,,
T,42.941434000,-108.795900000,5495.2,340.8,-0.3,7.829,118.21,,,,,,,
T,42.941667000,-108.796106000,5494.9,336.5,-0.2,7.848,101.27,,,,,,,
T,42.942045000,-108.796472000,5494.4,331.1,-0.5,7.880,169.07,,,,,,,
T,42.942574000,-108.797160000,5494.2,323.6,0.2,7.931,266.67,,,,,,,
T,42.944544000,-108.800033000,5487.3,317.0,0.4,8.130,1052.31,,,,,,,
T,42.948131000,-108.805260000,5501.1,314.3,0.4,8.493,1915.20,,,,,,,
T,42.951398000,-108.810049000,5514.0,313.6,0.4,8.824,1749.83,,,,,,,
T,42.953405000,-108.813006000,5517.8,313.2,0.6,9.028,1077.89,,,,,,,
T,42.955309000,-108.815783000,5522.3,313.1,0.7,9.221,1017.01,,,,,,,
T,42.958050000,-108.819814000,5532.1,313.0,0.7,9.500,1470.58,,,,,,,
T,42.958829000,-108.820983000,5542.8,312.9,0.8,9.580,422.55,,,,,,,
T,42.958932000,-108.821137000,5543.0,312.9,0.8,9.590,55.76,,,,,,,
T,42.959781000,-108.822509000,5546.3,312.5,0.7,9.681,480.26,,,,,,,
T,42.961140000,-108.825001000,5549.5,310.8,0.4,9.838,830.88,,,,,,,
T,42.962268000,-108.827282000,5549.8,307.7,0.5,9.978,736.11,,,,,,,
T,42.962803000,-108.828458000,5553.5,306.0,0.5,10.048,370.30,,,,,,,
T,42.963143000,-108.829353000,5557.5,305.0,0.3,10.099,269.73,,,,,,,
T,42.963373000,-108.830100000,5557.3,302.9,0.6,10.140,216.82,,,,,,,
T,42.963597000,-108.831097000,5556.1,298.8,0.9,10.193,279.09,,,,,,,
T,42.965281000,-108.839991000,5570.8,288.0,0.9,10.659,2458.57,,,,,,,
T,42.966037000,-108.843999000,5591.8,285.9,0.5,10.868,1107.65,,,,,,,
T,42.966930000,-108.848728000,5606.9,285.0,0.5,11.116,1306.98,,,,,,,
T,42.967500000,-108.851729000,5589.8,284.6,0.4,11.273,829.69,,,,,,,
T,42.967736000,-108.852909000,5587.4,284.5,-0.2,11.335,327.35,,,,,,,
T,42.967931000,-108.853702000,5585.6,284.8,-1.3,11.377,223.84,,,,,,,
T,42.968014000,-108.854000000,5585.1,285.1,-0.8,11.394,85.31,,,,,,,
T,42.968482000,-108.855293000,5582.1,287.9,-0.8,11.467,385.84,,,,,,,
T,42.969009000,-108.856383000,5579.4,293.9,-1.2,11.533,349.30,,,,,,,
T,42.969684000,-108.857446000,5576.3,300.4,-1.1,11.604,376.13,,,,,,,
T,42.970391000,-108.858278000,5567.5,306.3,-1.0,11.669,340.57,,,,,,,
T,42.971143000,-108.859008000,5564.8,310.5,-0.4,11.732,336.60,,,,,,,
T,42.972291000,-108.859823000,5563.6,319.0,-0.9,11.822,471.86,,,,,,,
T,42.975460000,-108.861935000,5568.0,327.8,-0.4,12.065,1285.92,,,,,,,
T,42.978507000,-108.863960000,5544.4,331.6,-0.3,12.299,1235.73,,,,,,,
T,42.981959000,-108.866251000,5549.5,333.2,-0.2,12.564,1399.60,,,,,,,
T,42.982220000,-108.866424000,5550.0,333.9,-0.3,12.584,105.80,,,,,,,
T,42.983638000,-108.867368000,5552.3,334.1,0.3,12.693,575.26,,,,,,,
T,42.987559000,-108.869955000,5554.1,334.1,0.2,12.994,1587.94,,,,,,,
T,42.991291000,-108.872442000,5558.6,334.1,-0.0,13.281,1514.28,,,,,,,
T,42.991549000,-108.872614000,5559.0,334.1,-0.3,13.301,104.69,,,,,,,
T,42.993363000,-108.868463000,5548.2,352.4,-0.5,13.546,1292.52,,,,,,,
T,42.995791000,-108.863123000,5533.5,14.3,-0.9,13.864,1680.57,,,,,,,
T,42.996437000,-108.861620000,5528.8,34.5,-0.9,13.952,465.97,,,,,,,
T,42.996837000,-108.860703000,5525.9,57.1,-0.9,14.006,285.38,,,,,,,
T,42.997100000,-108.859950000,5524.1,59.1,-0.8,14.048,223.10,,,,,,,
T,42.997259000,-108.859338000,5523.0,59.7,-0.6,14.081,173.68,,,,,,,
T,42.997368000,-108.858781000,5522.7,63.6,-0.5,14.110,154.22,,,,,,,
T,42.997534000,-108.857387000,5521.5,70.5,-0.6,14.182,377.82,,,,,,,
T,42.997612000,-108.856644000,5520.3,75.4,-0.7,14.220,200.80,,,,,,,
T,42.997735000,-108.855548000,5516.9,78.8,-0.8,14.276,296.62,,,,,,,
T,42.997821000,-108.855075000,5515.2,79.8,-1.1,14.301,130.37,,,,,,,
T,42.997954000,-108.854435000,5512.9,79.6,-1.3,14.335,177.95,,,,,,,
T,42.998168000,-108.853746000,5510.2,76.6,-1.2,14.373,200.15,,,,,,,
T,42.998537000,-108.852864000,5506.8,71.5,-0.8,14.424,271.60,,,,,,,
T,42.998925000,-108.852091000,5504.5,64.8,-0.8,14.471,250.53,,,,,,,
T,43.000016000,-108.849867000,5501.7,60.0,-0.7,14.607,715.62,,,,,,,
T,43.000275000,-108.849362000,5500.6,58.0,-0.6,14.638,164.81,,,,,,,
T,43.000367000,-108.849181000,5500.2,56.6,-0.5,14.649,58.90,,,,,,,
T,43.002435000,-108.844915000,5492.3,56.2,-0.6,14.908,1367.67,,,,,,,
T,43.007585000,-108.834401000,5475.9,56.2,-0.6,15.549,3381.35,,,,,,,
T,43.014002000,-108.821280000,5444.6,56.2,-0.6,16.348,4217.49,,,,,,,
T,43.014102000,-108.821042000,5444.0,56.3,-0.6,16.361,73.35,,,,,,,
T,43.014208000,-108.820812000,5443.3,56.3,-0.8,16.375,72.64,,,,,,,
T,43.014303000,-108.820629000,5442.8,56.2,-0.8,16.387,59.95,,,,,,,
T,43.014908000,-108.819391000,5439.1,56.3,-0.7,16.462,397.82,,,,,,,
T,43.017416000,-108.814292000,5427.7,56.2,-0.7,16.773,1641.76,,,,,,,
T,43.021889000,-108.805043000,5407.1,56.3,-0.9,17.334,2962.48,,,,,,,
T,43.022127000,-108.804538000,5408.2,56.3,-0.8,17.364,160.51,,,,,,,
T,43.023399000,-108.801962000,5390.2,56.3,-0.9,17.522,830.36,,,,,,,
T,43.024482000,-108.799802000,5385.8,56.2,-1.1,17.654,699.62,,,,,,,
T,43.024803000,-108.799044000,5386.0,56.5,-1.1,17.698,234.04,,,,,,,
T,43.025088000,-108.798289000,5384.4,57.1,-0.3,17.741,227.05,,,,,,,
T,43.025305000,-108.797609000,5384.3,57.9,-0.0,17.779,198.30,,,,,,,
T,43.025582000,-108.796524000,5384.6,61.2,-0.0,17.837,307.21,,,,,,,
T,43.025769000,-108.795472000,5385.3,67.9,0.2,17.892,289.46,,,,,,,
T,43.025871000,-108.794676000,5386.0,71.5,0.2,17.933,216.08,,,,,,,
T,43.025911000,-108.794232000,5386.4,74.5,0.3,17.956,119.62,,,,,,,
T,43.025931000,-108.793841000,5386.8,77.2,0.1,17.975,104.81,,,,,,,
T,43.025936000,-108.793487000,5386.9,80.9,-0.2,17.993,94.68,,,,,,,
T,43.025950000,-108.791992000,5386.1,85.9,-0.5,18.069,399.81,,,,,,,
T,43.025945000,-108.789611000,5383.9,88.9,-0.5,18.190,636.71,,,,,,,
T,43.025951000,-108.787096000,5377.4,89.6,-0.6,18.317,672.54,,,,,,,
T,43.025945000,-108.779974000,5366.5,89.9,-0.6,18.678,1904.50,,,,,,,
T,43.025943000,-108.779914000,5366.5,90.0,-0.6,18.681,16.06,,,,,,,
T,43.025946000,-108.779554000,5366.1,90.0,-0.5,18.699,96.27,,,,,,,
T,43.025952000,-108.775567000,5362.4,90.0,-0.4,18.901,1066.17,,,,,,,
T,43.025953000,-108.774989000,5360.5,90.0,-0.2,18.930,154.56,,,,,,,
T,43.024957000,-108.774995000,5360.4,105.2,-0.1,18.999,363.02,,,,,,,
T,43.023564000,-108.774987000,5361.4,123.4,0.1,19.095,507.72,,,,,,,
T,43.018762000,-108.774994000,5362.7,155.1,0.4,19.427,1750.23,,,,,,,
T,43.017703000,-108.774999000,5367.0,177.1,0.6,19.500,385.99,,,,,,,
T,43.016183000,-108.775014000,5376.6,180.1,1.1,19.605,554.02,,,,,,,
T,43.015184000,-108.775029000,5383.2,180.1,2.5,19.674,364.14,,,,,,,
T,43.013757000,-108.775005000,5400.0,180.1,2.7,19.772,520.15,,,,,,,
T,43.010962000,-108.774988000,5433.6,180.0,3.0,19.965,1018.73,,,,,,,
T,43.010828000,-108.774991000,5435.2,180.0,3.3,19.974,48.85,,,,,,,
T,43.010566000,-108.774990000,5438.2,179.8,3.6,19.992,95.49,,,,,,,
T,43.009721000,-108.774985000,5449.2,179.7,2.9,20.051,307.99,,,,,,,
T,43.007840000,-108.775066000,5478.3,180.4,2.9,20.181,685.93,,,,,,,
T,43.006083000,-108.775045000,5485.1,180.5,2.9,20.302,640.41,,,,,,,
T,43.005556000,-108.775030000,5491.8,180.3,2.8,20.338,192.12,,,,,,,
T,43.005555665,-108.775069612,5492.3,180.7,2.0,20.340,10.60,,,,,,,
T,43.005285902,-108.775063902,5495.4,180.7,3.6,20.359,98.33,,,,,,,
T,43.005016138,-108.775058193,5499.0,179.9,3.7,20.378,98.33,,,,,,,
T,43.004746374,-108.775052483,5503.0,180.2,3.6,20.396,98.33,,,,,,,
T,43.004476610,-108.775046774,5506.6,180.7,3.9,20.415,98.33,,,,,,,
T,43.004206846,-108.775041064,5509.8,179.1,4.4,20.433,98.33,,,,,,,
T,43.003937083,-108.775035355,5514.7,179.1,4.3,20.452,98.33,,,,,,,
T,43.003777731,-108.775031982,5518.8,179.1,4.0,20.463,58.09,,,,,,,
T,43.003509367,-108.774994022,5522.2,178.0,4.2,20.482,98.34,,,,,,,
T,43.003241003,-108.774956062,5524.8,176.9,5.7,20.500,98.34,,,,,,,
T,43.003206616,-108.774951198,5525.1,176.2,5.8,20.503,12.60,,,,,,,
T,43.002941087,-108.774885843,5535.6,173.7,5.9,20.521,98.35,,,,,,,
T,43.002714273,-108.774830017,5541.7,172.1,5.4,20.537,84.01,,,,,,,
T,43.002454101,-108.774732360,5545.2,169.7,4.3,20.556,98.36,,,,,,,
T,43.002212079,-108.774641517,5545.5,167.4,2.3,20.573,91.50,,,,,,,
T,43.001955711,-108.774526582,5545.4,166.1,1.2,20.592,98.37,,,,,,,
T,43.001699343,-108.774411648,5546.6,164.4,0.2,20.610,98.37,,,,,,,
T,43.001611410,-108.774372226,5546.8,163.1,1.0,20.617,33.74,,,,,,,
T,43.001363429,-108.774226904,5546.2,161.3,1.7,20.635,98.39,,,,,,,
T,43.001115447,-108.774081584,5550.0,159.5,2.6,20.654,98.39,,,,,,,
T,43.001059969,-108.774049073,5551.4,158.7,1.9,20.658,22.01,,,,,,,
T,43.000820955,-108.773877951,5555.7,156.0,2.0,20.677,98.41,,,,,,,
T,43.000581941,-108.773706830,5554.7,154.7,2.1,20.696,98.41,,,,,,,
T,43.000342927,-108.773535710,5554.5,153.6,1.7,20.714,98.41,,,,,,,
T,43.000103912,-108.773364592,5558.7,152.6,-0.8,20.733,98.41,,,,,,,
T,42.999864897,-108.773193475,5560.0,152.4,-0.6,20.751,98.41,,,,,,,
T,42.999625882,-108.773022359,5551.9,152.4,1.0,20.770,98.41,,,,,,,
T,42.999386867,-108.772851245,5551.9,152.4,1.0,20.789,98.41,,,,,,,
T,42.999147851,-108.772680132,5559.5,152.4,0.6,20.807,98.41,,,,,,,
T,42.998908835,-108.772509020,5563.4,152.4,2.2,20.826,98.41,,,,,,,
T,42.998669819,-108.772337910,5562.8,152.4,2.5,20.845,98.41,,,,,,,
T,42.998430802,-108.772166800,5562.9,152.4,0.9,20.863,98.41,,,,,,,
T,42.998191785,-108.771995693,5564.0,152.4,0.3,20.882,98.41,,,,,,,
T,42.997952769,-108.771824586,5564.0,152.4,0.2,20.901,98.41,,,,,,,
T,42.997713751,-108.771653481,5564.9,152.4,0.1,20.919,98.41,,,,,,,
T,42.997474734,-108.771482378,5563.8,152.4,0.1,20.938,98.41,,,,,,,
T,42.997235716,-108.771311275,5563.3,152.4,0.2,20.956,98.41,,,,,,,
T,42.996996698,-108.771140174,5564.4,152.4,-0.5,20.975,98.41,,,,,,,
T,42.996884627,-108.771059949,5564.7,152.4,-0.4,20.984,46.14,,,,,,,
T,42.996645439,-108.770889293,5562.6,152.4,-0.2,21.002,98.41,,,,,,,
T,42.996406251,-108.770718639,5561.9,152.4,-0.6,21.021,98.41,,,,,,,
T,42.996167063,-108.770547986,5562.3,152.4,-0.7,21.040,98.41,,,,,,,
T,42.995927874,-108.770377334,5561.7,152.4,-0.0,21.058,98.41,,,,,,,
T,42.995688685,-108.770206684,5561.2,152.4,0.3,21.077,98.41,,,,,,,
